ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO:0022613	ribonucleoprotein complex biogenesis	412	-0.541866933532652	-2.11113951520083	1e-10	5.408e-07	5.10947368421053e-07	2791	tags=45%, list=21%, signal=37%	TRAF7/RPS19/UTP15/EIF2D/XAB2/NAF1/PTGES3/NSUN4/DDX31/SETX/UTP6/DHX29/EXOSC2/POLR2D/METTL5/RIOK2/STRAP/MRPL1/GNL3L/WBP11/EIF3H/NOP58/MRTO4/SRSF6/WDR74/CELF1/RBMXL1/METTL18/PRPF39/GTPBP4/DDX52/YTHDF2/GTF3A/RPS17/NHP2/DDX39B/HSP90AB1/SF3B1/EXOSC8/MALSU1/SLU7/EIF3K/ADAR/LYAR/RSL24D1/BRIX1/CUL4B/NSUN3/EIF3G/CDC73/WDR36/LAS1L/RPS21/DIS3/LSG1/NSA2/CRNKL1/RPS24/NOM1/PDCD11/NOPCHAP1/RPL24/RRP15/IMP4/CLNS1A/RPF1/EIF3D/TSR2/MRM1/RPF2/DDX47/WDR75/RAN/EIF3A/SCAF11/RPL35A/RPP40/EMG1/NPM1/DDX27/BUD23/SBDS/PRPF18/RPL23A/SF1/LUC7L/CLP1/SNU13/SNRPD3/RPS27/GCFC2/TFB2M/NOP16/SF3A2/NOB1/NSUN5/RRP8/RPS5/COIL/RIOK1/EIF5/HELQ/RPL7L1/EIF2A/EIF3C/CHD7/SART3/LSM4/GEMIN2/SRSF10/PAK1IP1/NOL10/PIH1D1/RRP1B/MDN1/EIF3M/RSL1D1/RBIS/MPHOSPH6/RPS14/NUP88/METTL16/TGS1/RPS8/DICER1/EIF3F/SRPK2/POP5/RPL7A/NOLC1/RPS7/DDX21/RPL10/ESF1/RPL14/NGDN/RPL11/EIF3E/RPS25/YTHDC1/EIF3L/BMS1/RCL1/TAF9/RPL27/EIF4B/PRPF8/LTV1/NOL8/ABCE1/RPL13A/SRSF5/RPL7/SDAD1/EIF2S3/DDX18/KAT2B/NIP7/GTPBP10/RPL3/AGO2/RPS6/RPL10A/SART1/RPLP0/XRN2/ZNHIT3/ZRSR2/PRKDC/DIMT1/RPL6/HEATR1/PWP1/ATM/UTP4/RPSA/KRR1/UTP23/RPL5/MTERF4/UTP25/DDX10/WDR43/SRPK1/UTP20
GO:0042254	ribosome biogenesis	286	-0.540470351961236	-2.03257428528414	5.21191549749909e-10	1.25586689496095e-06	1.18654194724004e-06	2977	tags=48%, list=23%, signal=38%	RPP30/RRS1/PIN4/MYBBP1A/DDX54/WDR12/DDX17/METTL15/TRAF7/RPS19/UTP15/NAF1/NSUN4/DDX31/UTP6/DHX29/EXOSC2/METTL5/RIOK2/MRPL1/GNL3L/WBP11/NOP58/MRTO4/WDR74/METTL18/GTPBP4/DDX52/YTHDF2/GTF3A/RPS17/NHP2/EXOSC8/MALSU1/LYAR/RSL24D1/BRIX1/CUL4B/NSUN3/WDR36/LAS1L/RPS21/DIS3/LSG1/NSA2/RPS24/NOM1/PDCD11/RPL24/RRP15/IMP4/RPF1/TSR2/MRM1/RPF2/DDX47/WDR75/RAN/RPL35A/RPP40/EMG1/NPM1/DDX27/BUD23/SBDS/RPL23A/SNU13/RPS27/TFB2M/NOP16/NOB1/NSUN5/RRP8/RPS5/RIOK1/HELQ/RPL7L1/EIF2A/CHD7/PAK1IP1/NOL10/PIH1D1/RRP1B/MDN1/RSL1D1/RBIS/MPHOSPH6/RPS14/NUP88/METTL16/RPS8/POP5/RPL7A/NOLC1/RPS7/DDX21/RPL10/ESF1/RPL14/NGDN/RPL11/RPS25/BMS1/RCL1/RPL27/LTV1/NOL8/ABCE1/RPL7/SDAD1/DDX18/KAT2B/NIP7/GTPBP10/RPL3/RPS6/RPL10A/SART1/RPLP0/XRN2/ZNHIT3/PRKDC/DIMT1/RPL6/HEATR1/PWP1/UTP4/RPSA/KRR1/UTP23/RPL5/MTERF4/UTP25/DDX10/WDR43/UTP20
GO:0002181	cytoplasmic translation	141	-0.665675038515914	-2.31966620212076	6.96671724275675e-10	1.25586689496095e-06	1.18654194724004e-06	2488	tags=63%, list=19%, signal=52%	EEF2/EIF3H/RPL18/RPS9/RPL37A/YTHDF2/RPS17/RPLP2/EIF3K/RPL31/EIF3G/RPL27A/RPS21/YBX3/UBA52/RPS24/RPL24/UNK/EIF3D/RPS11/EIF3A/RPL35A/RPLP1/DPH3/RPL23A/RPL39/RPS18/RPS27/RPL37/RPL19/RPL28/RPS5/RPS20/NCK1/EIF5/EIF3C/RPL34/DNAJC24/DPH5/RPL41/RPS29/CNBP/RPL8/RPL12/RPS13/RPS3/EIF3M/RPL23/RPL32/RPL22L1/RPS15A/RPS14/RPS27A/RPS8/RPS23/EIF3F/RPL18A/RPS2/RPL7A/DHX36/RPS7/RPS12/RPL10/RPL14/RPL30/RPL15/RPL11/EIF3E/RPS25/EIF3L/RPL27/EIF4B/RPS4X/RPL13A/RPL21/RPL22/RPL9/RPL7/EIF2S3/RPL3/RPS6/RPL10A/RPL4/RPLP0/RPL13/RPL6/RPSA/RPL5/RPS3A
GO:0006364	rRNA processing	215	-0.549485112781153	-1.98128401027892	5.8730126640174e-08	7.94031312175152e-05	7.50200091345801e-05	2977	tags=49%, list=23%, signal=38%	RPP30/RRS1/PIN4/DDX54/WDR12/DDX17/METTL15/RPS19/UTP15/NAF1/NSUN4/UTP6/EXOSC2/METTL5/RIOK2/MRPL1/WBP11/NOP58/MRTO4/WDR74/METTL18/GTPBP4/DDX52/YTHDF2/RPS17/NHP2/EXOSC8/LYAR/BRIX1/NSUN3/WDR36/LAS1L/RPS21/DIS3/NSA2/RPS24/PDCD11/RRP15/IMP4/RPF1/TSR2/MRM1/RPF2/DDX47/WDR75/RPL35A/RPP40/EMG1/DDX27/BUD23/SBDS/SNU13/RPS27/TFB2M/NOB1/NSUN5/RRP8/RIOK1/HELQ/RPL7L1/CHD7/NOL10/PIH1D1/RRP1B/MDN1/RSL1D1/MPHOSPH6/RPS14/METTL16/RPS8/POP5/RPL7A/NOLC1/RPS7/DDX21/ESF1/RPL14/NGDN/RPL11/RPS25/BMS1/RCL1/RPL27/NOL8/RPL7/DDX18/KAT2B/RPS6/RPL10A/SART1/XRN2/ZNHIT3/PRKDC/DIMT1/HEATR1/PWP1/UTP4/KRR1/UTP23/RPL5/MTERF4/UTP25/DDX10/WDR43/UTP20
GO:0016072	rRNA metabolic process	225	-0.522097013459746	-1.91289670548789	4.0668298245244e-07	0.000439868313820559	0.000415587199331398	2977	tags=47%, list=23%, signal=37%	RPP30/RRS1/PIN4/DDX54/WDR12/DDX17/METTL15/RPS19/UTP15/NAF1/NSUN4/UTP6/EXOSC2/METTL5/RIOK2/MRPL1/WBP11/NOP58/MRTO4/WDR74/METTL18/GTPBP4/DDX52/YTHDF2/RPS17/NHP2/EXOSC8/LYAR/BRIX1/NSUN3/WDR36/LAS1L/RPS21/DIS3/NSA2/RPS24/PDCD11/RRP15/IMP4/RPF1/TSR2/MRM1/RPF2/XRN1/DDX47/WDR75/RPL35A/RPP40/EMG1/DDX27/BUD23/SBDS/SNU13/RPS27/TFB2M/NOB1/NSUN5/RRP8/RIOK1/HELQ/RPL7L1/CHD7/NOL10/PIH1D1/RRP1B/MDN1/RSL1D1/MPHOSPH6/RPS14/METTL16/RPS8/POP5/RPL7A/NOLC1/RPS7/DDX21/ESF1/RPL14/NGDN/RPL11/RPS25/BMS1/RCL1/RPL27/NOL8/RPL7/DDX18/KAT2B/RPS6/RPL10A/SART1/XRN2/ZNHIT3/PRKDC/DIMT1/HEATR1/PWP1/UTP4/KRR1/UTP23/RPL5/MTERF4/UTP25/DDX10/WDR43/UTP20
GO:1901615	organic hydroxy compound metabolic process	343	0.59641475867816	1.78696742820099	2.00613196649202e-06	0.0018081936124648	0.00170837974830741	1651	tags=20%, list=12%, signal=18%	EPAS1/SPR/CRYM/SCNN1B/DHCR24/COQ2/DHRS3/APOL1/ALDH1A1/FDXR/CLN8/EPHX2/ABCG1/IMPA2/DUOX1/ASAH1/CYB5R2/LY6E/MSMO1/POR/IDH1/COMT/FDPS/LIPA/GALK1/TNF/PECR/DEGS2/PNKD/ALDH3A2/HSD17B10/GBA2/OSBPL7/DHCR7/CYB5R3/CTSB/SCAP/NPC1/DHDDS/ALDH1B1/NSDHL/TPI1/RXRA/TM7SF2/LDHA/ACLY/HDLBP/PMVK/ITPKC/PNPLA4/SCP2/INPP5E/ARV1/LPCAT3/CH25H/DPAGT1/GBA/GPD2/PIAS4/SEC14L2/ALDH2/PDXK/CYP51A1/LDLRAP1/TKFC/GDE1/GIPC1/PCBD1/HPN/OSBPL9
GO:0034470	ncRNA processing	366	-0.433527490823326	-1.66023932874099	5.48544966946884e-06	0.00414665570804486	0.00391775669706667	2632	tags=37%, list=20%, signal=30%	UTP6/EXOSC2/METTL5/TRDMT1/RIOK2/MRPL1/ALKBH8/WBP11/NOP58/MRTO4/TSEN15/MOCS3/WDR74/METTL18/GTPBP4/DDX52/YTHDF2/RPS17/NHP2/INTS6/EXOSC8/ADAR/LYAR/BRIX1/NSUN3/WDR36/LAS1L/RPS21/DIS3/NSA2/NSUN6/ADAT2/RPS24/PDCD11/RRP15/IMP4/RPF1/TSR2/MRM1/RNF113A/RPF2/DDX47/INTS6L/WDR75/INTS9/RPL35A/RPP40/DPH3/EMG1/CDKAL1/DDX27/BUD23/TSEN2/SBDS/PUS1/CLP1/THADA/SNU13/RPS27/SMAD2/TOE1/TFB2M/NOB1/NSUN5/METTL2B/INTS12/RRP8/TRNT1/PUS7/RIOK1/HELQ/RPL7L1/CHD7/TUT7/TRMT2B/PRKRA/NOL10/PIH1D1/RRP1B/MDN1/TUT4/OSGEP/RSL1D1/TYW5/MPHOSPH6/RPS14/METTL16/RPS8/DICER1/TRMT10C/HNRNPA2B1/POP5/RPL7A/NOLC1/RPS7/DDX21/ESF1/RPL14/METTL8/TRMT13/SSB/NGDN/RPL11/RPS25/BMS1/RCL1/RPL27/MTO1/NOL8/RPL7/DDX18/KAT2B/AGO2/RPS6/TYW1B/RPL10A/SART1/XRN2/ZNHIT3/PRKDC/DIMT1/HEATR1/PWP1/UTP4/KRR1/UTP23/SMAD3/RPL5/MTERF4/UTP25/QTRT2/DDX10/WDR43/UTP20/THUMPD2
GO:0022618	ribonucleoprotein complex assembly	177	-0.526818942381683	-1.89095164173248	6.20716310191861e-06	0.00414665570804486	0.00391775669706667	2791	tags=46%, list=21%, signal=37%	TRAF7/RPS19/EIF2D/XAB2/NAF1/PTGES3/SETX/DHX29/POLR2D/STRAP/EIF3H/MRTO4/SRSF6/CELF1/RBMXL1/PRPF39/DDX39B/HSP90AB1/SF3B1/SLU7/EIF3K/ADAR/BRIX1/EIF3G/CDC73/CRNKL1/NOPCHAP1/RPL24/CLNS1A/EIF3D/RPF2/EIF3A/SCAF11/PRPF18/RPL23A/SF1/LUC7L/CLP1/SNU13/SNRPD3/RPS27/GCFC2/SF3A2/RPS5/COIL/EIF5/EIF3C/SART3/LSM4/GEMIN2/SRSF10/PIH1D1/MDN1/EIF3M/RPS14/TGS1/DICER1/EIF3F/SRPK2/RPL10/RPL11/EIF3E/YTHDC1/EIF3L/TAF9/EIF4B/PRPF8/RPL13A/SRSF5/EIF2S3/RPL3/AGO2/SART1/RPLP0/ZNHIT3/ZRSR2/PRKDC/RPL6/ATM/RPSA/RPL5/SRPK1
GO:0071826	ribonucleoprotein complex subunit organization	184	-0.520295107123209	-1.88398876623011	6.90086933661312e-06	0.00414665570804486	0.00391775669706667	2791	tags=46%, list=21%, signal=37%	TRAF7/RPS19/EIF2D/XAB2/NAF1/PTGES3/SETX/DHX29/POLR2D/STRAP/EIF3H/MRTO4/SRSF6/CELF1/RBMXL1/PRPF39/DDX39B/HSP90AB1/ZFAND1/SF3B1/SLU7/EIF3K/ADAR/BRIX1/EIF3G/CDC73/CRNKL1/NOPCHAP1/RPL24/CLNS1A/EIF3D/RPF2/EIF3A/SCAF11/PRPF18/RPL23A/SF1/DHX8/LUC7L/CLP1/SNU13/SNRPD3/RPS27/GCFC2/SF3A2/RPS5/COIL/EIF5/EIF3C/SART3/LSM4/GEMIN2/SRSF10/PIH1D1/MDN1/EIF3M/RPS14/TGS1/DICER1/EIF3F/SRPK2/RPL10/RPL11/EIF3E/YTHDC1/EIF3L/TAF9/EIF4B/PRPF8/RPL13A/SRSF5/EIF2S3/RPL3/AGO2/SART1/RPLP0/ZNHIT3/ZRSR2/PRKDC/RPL6/ATM/RPSA/RPL5/SRPK1
GO:0048871	multicellular organismal homeostasis	349	0.576778965858882	1.73270451240666	1.80095019287449e-05	0.00971063095708812	0.00917459566056247	1797	tags=21%, list=14%, signal=19%	EPAS1/ID1/SCNN1B/CSF1/AQP3/MFAP2/TNFSF11/ALDH1A1/CLN8/TRPM2/SRC/EGR1/ACP5/ADAM8/TCIRG1/ACTG1/NR4A3/SYK/ARNTL/STMN1/FLCN/NCDN/LIPA/TNF/MFSD2A/SLC2A1/PRDX1/ABCA3/HSPB1/CA2/F11R/OAS1/UGCG/WWTR1/MUC4/RCN3/G0S2/SLC11A2/IRF4/CNR1/PRKAB1/KDF1/MFN2/PECAM1/WFS1/PLEC/ACTB/CRTC3/TRIM32/EXT2/CXADR/CTSH/TRPV2/STAT3/LPCAT1/ADRB2/PEMT/TP53INP2/CLCN3/ELOVL1/DLL1/GBA/FABP5/SLC22A5/SCD/ATP6AP1/P2RX4/INPP5K/PIGR/CAV1/CORO1A/GPR137B/F2R/NRDC
